child_model,base_model
DeathGodlike/OpenCrystal-12B-L3_EXL3,- Darkknight535/OpenCrystal-12B-L3
shareit/phi-4-reasoning-lora-openthought3-17,unsloth/phi-4-reasoning-unsloth-bnb-4bit
BAAI/OpenSeek-Small-v1-SFT,- BAAI/OpenSeek-Small-v1
straino/OpenELM-1_1B-Instruct-Q4_K_M-GGUF,apple/OpenELM-1_1B-Instruct
OpenGVLab/InternVL3_5-241B-A28B-HF,- OpenGVLab/InternVL3_5-241B-A28B-MPO
OpenGVLab/InternVL3_5-30B-A3B-HF,- OpenGVLab/InternVL3_5-30B-A3B-MPO
OpenGVLab/InternVL3_5-38B-HF,- OpenGVLab/InternVL3_5-38B-MPO
openfree/dasdsds2,- WizardLMTeam/WizardMath-7B-V1.0
OpenGVLab/InternVL3_5-14B-HF,- OpenGVLab/InternVL3_5-14B-MPO
OpenGVLab/InternVL3_5-8B-HF,- OpenGVLab/InternVL3_5-8B-MPO
OpenGVLab/InternVL3_5-4B-HF,- OpenGVLab/InternVL3_5-4B-MPO
OpenGVLab/InternVL3_5-GPT-OSS-20B-A4B-Preview-HF,- OpenGVLab/InternViT-300M-448px-V2_5
OpenGVLab/InternVL3_5-2B-HF,- OpenGVLab/InternVL3_5-4B-MPO
OpenGVLab/InternVL3_5-1B-HF,- OpenGVLab/InternVL3_5-1B-MPO
mradermacher/open1-7.5B-Instruct-i1-GGUF,aquigpt/open1-7.5B-Instruct
mradermacher/open1-7.5B-Instruct-GGUF,aquigpt/open1-7.5B-Instruct
kaitchup/Qwen3-1.7B-calib-OpenR1-Math-220k-2klen-NVFP4,- Qwen/Qwen3-1.7B
kaitchup/Qwen3-1.7B-calib-OpenR1-Math-220k-16klen-NVFP4,- Qwen/Qwen3-1.7B
kaitchup/Qwen3-4B-calib-OpenR1-Math-220k-16klen-NVFP4,- Qwen/Qwen3-4B
kaitchup/Qwen3-4B-calib-OpenR1-Math-220k-2klen-NVFP4,- Qwen/Qwen3-4B
mradermacher/open1-1.5B-Instruct-i1-GGUF,aquigpt/open1-1.5B-Instruct
mradermacher/open1-1.5B-Instruct-GGUF,aquigpt/open1-1.5B-Instruct
nobana/open_and_close,lerobot/smolvla_base
mradermacher/Qwen3-4B-Thinking-2507-OpenR1Math-MARL-embgraph-GGUF,AmberYifan/Qwen3-4B-Thinking-2507-OpenR1Math-MARL-embgraph
opensporks/meth-8B,unsloth/llama-3.1-8b-unsloth-bnb-4bit
mlc-ai/gorilla-openfunctions-v2-q4f32_1-MLC,gorilla-llm/gorilla-openfunctions-v2
mlc-ai/gorilla-openfunctions-v1-q4f16_1-MLC,gorilla-llm/gorilla-openfunctions-v1
mlc-ai/gorilla-openfunctions-v2-q4f16_1-MLC,gorilla-llm/gorilla-openfunctions-v2
mlc-ai/OpenHermes-2.5-Mistral-7B-q4f16_1-MLC,teknium/OpenHermes-2.5-Mistral-7B
mradermacher/OpenBioLLm-70B-i1-GGUF,Compumacy/OpenBioLLm-70B
mradermacher/OpenBioLLm-70B-GGUF,Compumacy/OpenBioLLm-70B
RJTPP/scot0102d-openmath-1.5b-full,nvidia/OpenMath-Nemotron-1.5B
RJTPP/scot0102d-openmath-1.5b,nvidia/OpenMath-Nemotron-1.5B
RLinf/RLinf-OpenVLAOFT-GRPO-LIBERO-spatial,- Haozhan72/Openvla-oft-SFT-libero-spatial-traj1
RLinf/RLinf-OpenVLAOFT-GRPO-LIBERO-object,- Haozhan72/Openvla-oft-SFT-libero-object-traj1
RLinf/RLinf-OpenVLAOFT-GRPO-LIBERO-goal,- Haozhan72/Openvla-oft-SFT-libero-goal-traj1
RLinf/RLinf-OpenVLAOFT-GRPO-LIBERO-long,- Haozhan72/Openvla-oft-SFT-libero10-traj1
mradermacher/OpenBuddy-R10528Distill-30BA3B-Preview2-GGUF,OpenBuddy/OpenBuddy-R10528Distill-30BA3B-Preview2
crislmfroes/svla-panda-open-base-cabinet-sim-v39,lerobot/smolvla_base
DevQuasar/openbmb.MiniCPM4.1-8B-GGUF,- openbmb/MiniCPM4.1-8B
mradermacher/Qwen3-4B-OpenR1Math-MARL-embgraph-GGUF,AmberYifan/Qwen3-4B-OpenR1Math-MARL-embgraph
MrDevolver/OpenBuddy-R10528Distill-30BA3B-Preview2-Q4_K_S-GGUF,OpenBuddy/OpenBuddy-R10528Distill-30BA3B-Preview2
crislmfroes/svla-boris-open-base-cabinet-sim-v38,lerobot/smolvla_base
RLinf/RLinf-OpenVLAOFT-ManiSkill-Base-Lora,- RLinf/Openvla-oft-SFT-libero-goal-trajall
OpenBuddy/OpenBuddy-R10528Distill-30BA3B-Preview2-Q4_K_M-GGUF,OpenBuddy/OpenBuddy-R10528Distill-30BA3B-Preview2
mradermacher/OpenScienceReasoning-Qwen-e10-i1-GGUF,prithivMLmods/OpenScienceReasoning-Qwen-e10
OpenBuddy/OpenBuddy-R10528Distill-30BA3B-Preview2,Qwen/Qwen3-Coder-30B-A3B-Instruct
mradermacher/Kimlam-OpenChat-tw-GGUF,elliotthwangmsa/Kimlam-OpenChat-tw
LikoKIko/OpenCensor-Hebrew,onlplab/alephbert-base
crislmfroes/svla-boris-open-base-cabinet-sim-v36,lerobot/smolvla_base
mradermacher/OpenR1-Distill-1.5B-GGUF,Lolierl/OpenR1-Distill-1.5B
mradermacher/OpenScienceReasoning-Qwen-e10-GGUF,prithivMLmods/OpenScienceReasoning-Qwen-e10
mradermacher/OpenBuddy-R10528Distill-30BA3B-Preview1-GGUF,OpenBuddy/OpenBuddy-R10528Distill-30BA3B-Preview1
mradermacher/KimLan-OpenChat_SFT-tw-GGUF,elliotthwang/KimLan-OpenChat_SFT-tw
mradermacher/Falcon3-7B-Instruct_openbookqa-GGUF,jahyungu/Falcon3-7B-Instruct_openbookqa
RLinf/RLinf-OpenVLAOFT-PPO-ManiSkill3-25ood,- Haozhan72/Openvla-oft-SFT-libero-goal-trajall
RLinf/RLinf-OpenVLA-PPO-ManiSkill3-25ood,- gen-robot/openvla-7b-rlvla-warmup
prithivMLmods/OpenScienceReasoning-Qwen-e10,- Qwen/Qwen3-1.7B
openfree/WizardMath-AgentEvol-7B,- WizardLMTeam/WizardMath-7B-V1.0
mradermacher/opencapybara-math-30B-2509-GGUF,NaruseShiroha/opencapybara-math-30B-2509
Frinkleko/opensearch-doc-v3-gte-finetune-limit-samples-2,opensearch-project/opensearch-neural-sparse-encoding-doc-v3-gte
Frinkleko/opensearch-doc-v3-gte-finetune-limit-samples-1700,opensearch-project/opensearch-neural-sparse-encoding-doc-v3-gte
bpool/Qwen3-4B-Thinking-2507-openvino,Qwen/Qwen3-4B-Thinking-2507
OpenBuddy/OpenBuddy-R10528Distill-30BA3B-Preview1,Qwen/Qwen3-Coder-30B-A3B-Instruct
mradermacher/sarashina2.2-3B-OpenScience-NoReasoning-300k-GGUF,kurogane/sarashina2.2-3B-OpenScience-NoReasoning-300k
mradermacher/openthoughts3_1k_llama3-GGUF,mlfoundations-dev/openthoughts3_1k_llama3
NaruseShiroha/opencapybara-math-30b-lora-weights,unsloth/Qwen3-30B-A3B-Instruct-2507
NaruseShiroha/opencapybara-math-30B-2509,unsloth/Qwen3-30B-A3B-Instruct-2507
openfree/WizardMath-AgentEvol,- WizardLMTeam/WizardMath-7B-V1.0
openfree/gpt2-bert,- openai-community/gpt2
mradermacher/open-llama-1b-address-completion-GGUF,shiprocket-ai/open-llama-1b-address-completion
Mitchins/t5-base-artgen-multi-instruct-OpenVINO,Mitchins/t5-base-artgen-multi-instruct
zhiyuanhucs/OpenCUA-32B-vllm,- Qwen/Qwen2.5-VL-32B-Instruct
openfree/DarwinAI-gemma-3-270m,- google/gemma-3-270m-it
crislmfroes/svla-boris-open-base-cabinet-sim-v26,lerobot/smolvla_base
mradermacher/TranscriptAnalyzer-Open-7B-GGUF,alantcoding/TranscriptAnalyzer-Open-7B
jc2375/open-bio-med-merge-mlx-6Bit,timberrific/open-bio-med-merge
RLinf/RLinf-OpenVLAOFT-GRPO-ManiSkill3-25ood,- Haozhan72/Openvla-oft-SFT-libero-goal-trajall
RLinf/RLinf-OpenVLA-GRPO-ManiSkill3-25ood,- gen-robot/openvla-7b-rlvla-warmup
LlameUser/Qwen2.5-3B-Open-R1-GRPO,Qwen/Qwen2.5-3B-Instruct
OpenBuddy/SimpleChat-30BA3B-V2,OpenBuddy/OpenBuddy-R10528Distill-30BA3B-Preview0
rbelanec/train_openbookqa_1756729615,meta-llama/Meta-Llama-3-8B-Instruct
onnx-community/llama-ai4privacy-multilingual-categorical-anonymiser-openpii-ONNX,- ai4privacy/llama-ai4privacy-multilingual-categorical-anonymiser-openpii
onnx-community/roberta-large-openai-detector-ONNX,- openai-community/roberta-large-openai-detector
onnx-community/roberta-base-openai-detector-ONNX,- openai-community/roberta-base-openai-detector
QuantFactory/OpenReasoning-Nemotron-7B-GGUF,- Qwen/Qwen2.5-7B-Instruct
mradermacher/OpenAssisted-English-Mistral-7b-i1-GGUF,Akshaykumarbm/OpenAssisted-English-Mistral-7b
mradermacher/OpenAssisted-English-Mistral-7b-GGUF,Akshaykumarbm/OpenAssisted-English-Mistral-7b
DavidAU/OpenAi-GPT-oss-36B-BrainStorm20x-uncensored,- huizimao/gpt-oss-20b-uncensored-bf16
DavidAU/OpenAi-GPT-oss-36B-BrainStorm20x-uncensored-gguf,- DavidAU/OpenAi-GPT-oss-36B-BrainStorm20x-uncensored
mradermacher/OpenAssisted-English-Meta_3_1_8B-GGUF,Akshaykumarbm/OpenAssisted-English-Meta_3_1_8B
mradermacher/OpenHermes-7B-Symbolic-i1-GGUF,hedronstone/OpenHermes-7B-Symbolic
mradermacher/OpenHermes-7B-Symbolic-GGUF,hedronstone/OpenHermes-7B-Symbolic
mradermacher/OpenAi-GPT-oss-36B-BrainStorm20x-uncensored-i1-GGUF,DavidAU/OpenAi-GPT-oss-36B-BrainStorm20x-uncensored
mradermacher/OpenBuddy-Qwen3-Coder-30B-A3B-Base-i1-GGUF,OpenBuddy/OpenBuddy-Qwen3-Coder-30B-A3B-Base
OpenIXCLab/CODA-PLANNER-TARS-32B,- Qwen/Qwen2.5-VL-32B-Instruct
mradermacher/OpenAi-GPT-oss-36B-BrainStorm20x-uncensored-GGUF,DavidAU/OpenAi-GPT-oss-36B-BrainStorm20x-uncensored
prithivMLmods/OpenScienceReasoning-Qwen-e10-GGUF,- prithivMLmods/OpenScienceReasoning-Qwen-e10
mradermacher/openthoughts3_30k_llama3-GGUF,mlfoundations-dev/openthoughts3_30k_llama3
mradermacher/OpenBuddy-Qwen3-Coder-30B-A3B-Base-GGUF,OpenBuddy/OpenBuddy-Qwen3-Coder-30B-A3B-Base
mradermacher/openthoughts3_10k_llama3-i1-GGUF,mlfoundations-dev/openthoughts3_10k_llama3
mradermacher/OpenThinker-7B-reasoning-lora-merged-ablation-reasoning-GGUF,yufeng1/OpenThinker-7B-reasoning-lora-merged-ablation-reasoning
mradermacher/openwebui-title-generator-270m-GGUF,gghfez/openwebui-title-generator-270m
mradermacher/OpenThinker-7B-reasoning-lora-merged-ablation-code-GGUF,yufeng1/OpenThinker-7B-reasoning-lora-merged-ablation-code
mradermacher/openthoughts3_10k_llama3-GGUF,mlfoundations-dev/openthoughts3_10k_llama3
gghfez/openwebui-title-generator-270m-gguf,- gghfez/openwebui-title-generator-270m
gghfez/openwebui-title-generator-270m,- google/gemma-3-270m
MercuryNex/hyperlcm-openvino,MercuryNex/hyperlcm
DavidAU/OpenAi-GPT-oss-20b-abliterated-uncensored-NEO-Imatrix-gguf,- huihui-ai/Huihui-gpt-oss-20b-BF16-abliterated
crislmfroes/svla-panda-open-base-cabinet-sim-v24,lerobot/smolvla_base
Skywork/Skywork-o1-Open-Llama-3.1-8B,meta-llama/Meta-Llama-3.1-8B-Instruct
Skywork/Skywork-o1-Open-PRM-Qwen-2.5-7B,Qwen/Qwen2.5-Math-7B-Instruct
Skywork/Skywork-o1-Open-PRM-Qwen-2.5-1.5B,Qwen/Qwen2.5-Math-1.5B-Instruct
OpenGVLab/InternVL3_5-GPT-OSS-20B-A4B-Preview,- OpenGVLab/InternViT-300M-448px-V2_5
OpenGVLab/InternVL3_5-2B-Pretrained,- OpenGVLab/InternViT-300M-448px-V2_5
OpenGVLab/InternVL3_5-2B-Instruct,- OpenGVLab/InternVL3_5-2B-Pretrained
OpenGVLab/InternVL3_5-1B,- OpenGVLab/InternVL3_5-1B-MPO
OpenGVLab/InternVL3_5-1B-MPO,- OpenGVLab/InternVL3_5-1B-Instruct
OpenGVLab/InternVL3_5-1B-Instruct,- OpenGVLab/InternVL3_5-1B-Pretrained
OpenGVLab/InternVL3_5-1B-Pretrained,- OpenGVLab/InternViT-300M-448px-V2_5
OpenGVLab/InternVL3_5-2B,- OpenGVLab/InternVL3_5-2B-MPO
OpenGVLab/InternVL3_5-2B-MPO,- OpenGVLab/InternVL3_5-2B-Instruct
OpenGVLab/InternVL3_5-4B-Pretrained,- OpenGVLab/InternViT-300M-448px-V2_5
OpenGVLab/InternVL3_5-8B-Pretrained,- OpenGVLab/InternViT-300M-448px-V2_5
OpenGVLab/InternVL3_5-8B-MPO,- OpenGVLab/InternVL3_5-8B-Instruct
OpenGVLab/InternVL3_5-8B-Instruct,- OpenGVLab/InternVL3_5-8B-Pretrained
OpenGVLab/InternVL3_5-4B-Instruct,- OpenGVLab/InternVL3_5-4B-Pretrained
OpenGVLab/InternVL3_5-4B-MPO,- OpenGVLab/InternVL3_5-4B-Instruct
OpenGVLab/InternVL3_5-8B,- OpenGVLab/InternVL3_5-8B-MPO
OpenGVLab/InternVL3_5-14B-Pretrained,- OpenGVLab/InternViT-300M-448px-V2_5
OpenGVLab/InternVL3_5-14B-Instruct,- OpenGVLab/InternVL3_5-14B-Pretrained
OpenGVLab/InternVL3_5-4B,- OpenGVLab/InternVL3_5-4B-MPO
OpenGVLab/InternVL3_5-30B-A3B-Instruct,- OpenGVLab/InternVL3_5-30B-A3B-Pretrained
OpenGVLab/InternVL3_5-241B-A28B,- OpenGVLab/InternVL3_5-241B-A28B-MPO
OpenGVLab/InternVL3_5-241B-A28B-MPO,- OpenGVLab/InternVL3_5-241B-A28B-Instruct
OpenGVLab/InternVL3_5-241B-A28B-Pretrained,- OpenGVLab/InternViT-6B-448px-V2_5
OpenGVLab/InternVL3_5-241B-A28B-Instruct,- OpenGVLab/InternVL3_5-241B-A28B-Pretrained
OpenGVLab/InternVL3_5-38B-MPO,- OpenGVLab/InternVL3_5-38B-Instruct
OpenGVLab/InternVL3_5-38B-Pretrained,- OpenGVLab/InternViT-6B-448px-V2_5
OpenGVLab/InternVL3_5-38B,- OpenGVLab/InternVL3_5-38B-MPO
OpenGVLab/InternVL3_5-30B-A3B-MPO,- OpenGVLab/InternVL3_5-30B-A3B-Instruct
OpenGVLab/InternVL3_5-30B-A3B,- OpenGVLab/InternVL3_5-30B-A3B-MPO
OpenGVLab/InternVL3_5-30B-A3B-Pretrained,- OpenGVLab/InternViT-300M-448px-V2_5
OpenGVLab/InternVL3_5-38B-Instruct,- OpenGVLab/InternVL3_5-38B-Pretrained
OpenGVLab/InternVL3_5-14B-MPO,- OpenGVLab/InternVL3_5-14B-Instruct
OpenGVLab/InternVL3_5-14B,- OpenGVLab/InternVL3_5-14B-MPO
MercuryNex/stable-diffusion-v1-5-openvino,stable-diffusion-v1-5/stable-diffusion-v1-5
OpenVINO/FLUX.1-schnell-int4-ov,- black-forest-labs/FLUX.1-schnell
LisandraMoura/Llama-3.1-8B-Open-R1-GRPO,meta-llama/Llama-3.1-8B-Instruct
IPEC-COMMUNITY/openfly-agent-7b,- openvla/openvla-7b-prismatic
jorgedelpozolerida/Llama3-OpenBioLLM-8B-Q8_0-GGUF,aaditya/Llama3-OpenBioLLM-8B
zhiyuanhucs/OpenCUA-7B-vllm-0828,- Qwen/Qwen2.5-VL-7B-Instruct
Rustamshry/Qwen3-0.6B-OpenMathReason,unsloth/Qwen3-0.6B
crislmfroes/svla-panda-open-base-cabinet-sim-v23,lerobot/smolvla_base
OpenBuddy/SimpleChat-30BA3B-V1-Q4_K_M-GGUF,OpenBuddy/SimpleChat-30BA3B-V1
rishiikc/openai-gpt-oss-20b-onnx-bf16,- openai/gpt-oss-20b
crislmfroes/svla-panda-open-base-cabinet-sim-v22,lerobot/smolvla_base
xylqn7/openai-gptoss-20-health,unsloth/gpt-oss-20b-unsloth-bnb-4bit
OpenBuddy/OpenBuddy-R10528Distill-30BA3B-Preview0,Qwen/Qwen3-Coder-30B-A3B-Instruct
xylqn7/openai-gptoss-20-finance,unsloth/gpt-oss-20b-unsloth-bnb-4bit
OpenBuddy/SimpleChat-30BA3B-V1,OpenBuddy/OpenBuddy-R10528Distill-30BA3B-Preview0
od2961/Qwen2.5-1.5B-OpenR1-GRAIL,Qwen/Qwen2.5-1.5B-Instruct
ffurfaro/Titans-OpenELM-1_1B,apple/OpenELM-1_1B
zhiyuanhucs/OpenCUA-7B-vllm-new,- Qwen/Qwen2.5-VL-7B-Instruct
devil-egox/open-tutor-ia-gemma3-270M-Q8_0-GGUF,unsloth/gemma-3-270m-it
mradermacher/OpenStar-13b-GGUF,NewstaR/OpenStar-13b
crislmfroes/svla-panda-open-base-cabinet-sim-v21,lerobot/smolvla_base
mradermacher/sarashina2.2-3b-OpenCodeReasoning-random-100k-GGUF,kurogane/sarashina2.2-3b-OpenCodeReasoning-random-100k
ChenWu98/openr1_qwen_2.5_sft,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
mradermacher/openbuddy-deepseekprover-7b-v26-preview-GGUF,OpenBuddy/openbuddy-deepseekprover-7b-v26-preview
ChenWu98/openr1_qwen_2.5_sft_identical_split_0,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
Harsh1729/R1-Distill-Llama-8B-SFT-cotroller_dataset-bespoke_openthoughts-llama3-hehe-ta_ps_ct-v2,deepseek-ai/DeepSeek-R1-Distill-Llama-8B
mradermacher/sarashina2.2-3b-OpenMathReasoning-random-100k-GGUF,kurogane/sarashina2.2-3b-OpenMathReasoning-random-100k
OpenBuddy/OpenBuddy-Qwen3-Coder-30B-A3B-Base,Qwen/Qwen3-Coder-30B-A3B-Instruct
MCeut/so101_openBin_putCube_smolvla,lerobot/smolvla_base
bartowski/OpenGVLab_InternVL3_5-38B-GGUF,OpenGVLab/InternVL3_5-38B
bartowski/OpenGVLab_InternVL3_5-30B-A3B-GGUF,OpenGVLab/InternVL3_5-30B-A3B
bartowski/OpenGVLab_InternVL3_5-14B-GGUF,OpenGVLab/InternVL3_5-14B
bartowski/OpenGVLab_InternVL3_5-8B-GGUF,OpenGVLab/InternVL3_5-8B
bartowski/OpenGVLab_InternVL3_5-4B-GGUF,OpenGVLab/InternVL3_5-4B
bartowski/OpenGVLab_InternVL3_5-2B-GGUF,OpenGVLab/InternVL3_5-2B
bartowski/OpenGVLab_InternVL3_5-1B-GGUF,OpenGVLab/InternVL3_5-1B
NaruseShiroha/opencapybara-math-smol-4.1B-new,unsloth/Qwen3-4B-Instruct-2507
OpenSQZ/Qwen2.5-1.5B-classifier,- Qwen/Qwen2.5-1.5B
OpenSQZ/Qwen2.5-3B-classifier,- Qwen/Qwen2.5-1.5B
mradermacher/Qwen3-4B-OpenR1Math-GRPO-i1-GGUF,AmberYifan/Qwen3-4B-OpenR1Math-GRPO
mradermacher/Qwen3-4B-OpenR1Math-GRPO-GGUF,AmberYifan/Qwen3-4B-OpenR1Math-GRPO
OpenVoiceOS/pipertts_de-DE_dii,- OpenVoiceOS/pipertts_nl-NL_dii
AmberYifan/Qwen3-4B-OpenR1Math-GRPO,Qwen/Qwen3-4B
crislmfroes/svla-panda-open-base-cabinet-sim-v20,lerobot/smolvla_base
mradermacher/Qwen3-4B-OpenR1Math-MARL-i1-GGUF,AmberYifan/Qwen3-4B-OpenR1Math-MARL
mradermacher/Qwen3-4B-OpenR1Math-MARL-GGUF,AmberYifan/Qwen3-4B-OpenR1Math-MARL
crislmfroes/svla-panda-open-base-cabinet-sim-v19,lerobot/smolvla_base
kunjcr2/llama3-3b-lora-openhermes,- meta-llama/Llama-3.2-3B
Aminfri/Juggernaut_XL_Ragnarok-openvino,eniora/Juggernaut_XL_Ragnarok
crislmfroes/svla-panda-open-base-cabinet-sim-v18,lerobot/smolvla_base
Hirun9/openthaigpt1.5-7b-instruct,openthaigpt/openthaigpt1.5-7b-instruct
NaruseShiroha/opencapybara-math-30B,unsloth/qwen3-30b-a3b-instruct-2507
jahyungu/Falcon3-7B-Instruct_openbookqa,tiiuae/Falcon3-7B-Instruct
jahyungu/deepseek-coder-6.7b-instruct_openbookqa,deepseek-ai/deepseek-coder-6.7b-instruct
mradermacher/OLMo-2-1124-7B-Instruct_openbookqa-GGUF,jahyungu/OLMo-2-1124-7B-Instruct_openbookqa
jahyungu/Llama-3.1-8B-Instruct_openbookqa,meta-llama/Llama-3.1-8B-Instruct
jahyungu/deepseek-math-7b-instruct_openbookqa,deepseek-ai/deepseek-math-7b-instruct
Kandru/mistral-openassistant-qlora,mistralai/Mistral-7B-v0.3
jahyungu/Qwen2.5-Coder-7B-Instruct_openbookqa,Qwen/Qwen2.5-Coder-7B-Instruct
jahyungu/deepseek-llm-7b-chat_openbookqa,deepseek-ai/deepseek-llm-7b-chat
jahyungu/OLMo-2-1124-7B-Instruct_openbookqa,allenai/OLMo-2-1124-7B-Instruct
jahyungu/Qwen2.5-Math-7B-Instruct_openbookqa,Qwen/Qwen2.5-Math-7B-Instruct
Downtown-Case/OpenBuddy_SimpleChat-32B-V1-exl3-4.3bpw-hb8,OpenBuddy/OpenBuddy-R1-0528-Distill-Qwen3-32B-Preview7-QAT-200K
jahyungu/Qwen2.5-7B-Instruct_openbookqa,Qwen/Qwen2.5-7B-Instruct
jahyungu/Phi-3-small-8k-instruct_openbookqa,microsoft/Phi-3-small-8k-instruct
Anonymous6598/Llama-3.2-1B-Instruct-openvino-4bit,unsloth/Llama-3.2-1B-Instruct
KMH158/t5-small-openassistant-chat-final,KMH158/t5-small-openassistant-chat
jahyungu/Falcon3-1B-Instruct_openbookqa,tiiuae/Falcon3-1B-Instruct
jahyungu/phi-1_5_openbookqa,microsoft/phi-1_5
Frax01/Gemma3-open-code,google/gemma-3-1b-pt
jahyungu/Llama-3.2-1B-Instruct_openbookqa,meta-llama/Llama-3.2-1B-Instruct
mradermacher/Gemma3-open-code-GGUF,Frax01/Gemma3-open-code
jahyungu/deepseek-coder-1.3b-instruct_openbookqa,deepseek-ai/deepseek-coder-1.3b-instruct
OpenVINO/Phi-3.5-vision-instruct-fp16-ov,- microsoft/Phi-3.5-vision-instruct
jahyungu/Qwen2.5-Coder-1.5B-Instruct_openbookqa,Qwen/Qwen2.5-Coder-1.5B-Instruct
jahyungu/gemma-3-1b-it_openbookqa,google/gemma-3-1b-it
KMH158/t5-small-openassistant-chat-final-2,google-t5/t5-small
jahyungu/Qwen2.5-Math-1.5B-Instruct_openbookqa,Qwen/Qwen2.5-Math-1.5B-Instruct
jahyungu/OLMo-2-0425-1B-Instruct_openbookqa,allenai/OLMo-2-0425-1B-Instruct
jahyungu/Qwen2.5-1.5B-Instruct_openbookqa,Qwen/Qwen2.5-1.5B-Instruct
Frax01/SmolLM-135M-python-open-shell-import,HuggingFaceTB/SmolLM-135M
jahyungu/AMD-OLMo-1B-SFT_openbookqa,amd/AMD-OLMo-1B-SFT
OpenVINO/Qwen2.5-Coder-14B-Instruct-fp16-ov,- Qwen/Qwen2.5-Coder-14B-Instruct
OpenVINO/Qwen2.5-Coder-14B-Instruct-int8-ov,- Qwen/Qwen2.5-Coder-14B-Instruct
OpenVINO/Qwen2.5-Coder-14B-Instruct-int4-ov,- Qwen/Qwen2.5-Coder-14B-Instruct
OpenVINO/Qwen2.5-Coder-7B-Instruct-int4-ov,- Qwen/Qwen2.5-Coder-7B-Instruct
zhiyuanhucs/OpenCUA-7B-vllm,- Qwen/Qwen2.5-VL-7B-Instruct
Buura/qwen-coder-1.5b-opencodeinstruct-grpo-gguf-v2,unsloth/qwen2.5-coder-1.5b-instruct-bnb-4bit
Buura/qwen-coder-1.5b-opencodeinstruct-grpo-merged-v2,unsloth/qwen2.5-coder-1.5b-instruct-bnb-4bit
Buura/qwen-coder-1.5b-opencodeinstruct-grpo-v2,unsloth/qwen2.5-coder-1.5b-instruct-bnb-4bit
OpenVINO/Qwen2.5-Coder-7B-Instruct-int8-ov,- Qwen/Qwen2.5-Coder-7B-Instruct
OpenVINO/Qwen2.5-Coder-7B-Instruct-fp16-ov,- Qwen/Qwen2.5-Coder-7B-Instruct
OpenVINO/Qwen2.5-Coder-3B-Instruct-int4-ov,- Qwen/Qwen2.5-Coder-3B-Instruct
OpenVINO/Qwen2.5-Coder-3B-Instruct-int8-ov,- Qwen/Qwen2.5-Coder-3B-Instruct
OpenVINO/Qwen2.5-Coder-3B-Instruct-fp16-ov,- Qwen/Qwen2.5-Coder-3B-Instruct
OpenVINO/Qwen2.5-Coder-1.5B-Instruct-int4-ov,- Qwen/Qwen2.5-Coder-1.5B-Instruct
OpenVINO/Qwen2.5-Coder-1.5B-Instruct-int8-ov,- Qwen/Qwen2.5-Coder-1.5B-Instruct
OpenVINO/Qwen2.5-Coder-1.5B-Instruct-fp16-ov,- Qwen/Qwen2.5-Coder-1.5B-Instruct
rbelanec/train_openbookqa_1755694507,meta-llama/Meta-Llama-3-8B-Instruct
OpenVINO/Qwen2.5-Coder-0.5B-Instruct-fp16-ov,- Qwen/Qwen2.5-Coder-0.5B-Instruct
OpenVINO/Qwen2.5-Coder-0.5B-Instruct-int4-ov,- Qwen/Qwen2.5-Coder-0.5B-Instruct
OpenVINO/Qwen2.5-Coder-0.5B-Instruct-int8-ov,- Qwen/Qwen2.5-Coder-0.5B-Instruct
tensorblock/nvidia_OpenReasoning-Nemotron-14B-GGUF,nvidia/OpenReasoning-Nemotron-14B
Frane92O/OpenReasoning-Nemotron-7B-bnb-4bit,- nvidia/OpenReasoning-Nemotron-7B
Frane92O/OpenReasoning-Nemotron-14B-Q4_0-GGUF,nvidia/OpenReasoning-Nemotron-14B
hdong0/deepseek-Llama-8B-Open-R1-GRPO_deepscaler_acc_mu_8_constant_lr_no_kl,deepseek-ai/DeepSeek-R1-Distill-Llama-8B
crislmfroes/svla-panda-open-base-cabinet-sim-v16,lerobot/smolvla_base
Adun/openai-gpt-oss-20b-thaifood,unsloth/gpt-oss-20b-unsloth-bnb-4bit
DavidAU/OpenAi-GPT-oss-20b-LIGHT-uncensored-NEO-Imatrix-gguf,- huizimao/gpt-oss-20b-uncensored-mxfp4
CreitinGameplays/Mistral-Nemo-12B-OpenO1,- mistralai/Mistral-Nemo-Instruct-2407
reece124/OpenCUA-7B-converted,- Qwen/Qwen2.5-VL-7B-Instruct
reece124/OpenCUA-32B-converted,- Qwen/Qwen2.5-VL-32B-Instruct
DiegoDKz/OpenLeg,black-forest-labs/FLUX.1-dev
Buura/qwen-coder-1.5b-opencodeinstruct-grpo-gguf,unsloth/qwen2.5-coder-1.5b-instruct-bnb-4bit
Buura/qwen-coder-1.5b-opencodeinstruct-grpo-merged,unsloth/qwen2.5-coder-1.5b-instruct-bnb-4bit
Buura/qwen-coder-1.5b-opencodeinstruct-grpo,unsloth/qwen2.5-coder-1.5b-instruct-bnb-4bit
OpenBuddy/SimpleChat-4B-V1,Qwen/Qwen3-4B
KMH158/t5-small-openassistant-chat,google-t5/t5-small
tensorblock/nvidia_OpenReasoning-Nemotron-32B-GGUF,nvidia/OpenReasoning-Nemotron-32B
Frax01/SmolLM-135M-python-open-shell,HuggingFaceTB/SmolLM-135M
